"가뭄","누적강수량","가조시간","평균기온","수위"
"보통가뭄",516.6,13.3,26,11
"보통가뭄",611.6,11.3,11.8,11
"약한가뭄",588.2,10.5,19,11
"정상",669.5,9.9,2,80
"정상",287,11.4,7.7,77
"정상",288.9,13.2,15.1,62
"정상",403.6,14,21.3,74
"정상",412.7,14.2,19.1,60
"정상",692.5,14.4,25.2,58
"정상",665,14.2,27,43
"정상",661.5,13.8,28.7,43
"정상",210.4,13,19.8,30
"정상",269.7,13.8,18.2,30
"약한가뭄",217.9,14.3,18.5,30
"보통가뭄",255.6,14.6,25.7,30
"정상",353.6,14.6,27.8,30
"정상",367.3,14.5,28.1,30
"정상",658.4,13.7,25.4,30
"정상",794.7,10.8,14.6,30
"정상",719.2,9.8,1.1,30
"정상",517.9,10.1,4.1,39
"정상",323.2,11.7,2,30
"정상",318.4,13.2,12.8,23
"정상",364.5,13.7,11.5,31
"보통습윤",648.3,14.5,23.4,56
"보통습윤",648.4,14.5,25.1,40
"정상",641.7,14,30.4,24
"정상",628,13.5,29.8,26
"정상",910.2,10.3,9.4,48
"정상",883.6,10.1,7.4,45
"정상",772.9,9.8,-4.3,44
"정상",622.6,9.9,-3.2,31
"약한가뭄",219.8,13,9.7,22
"약한가뭄",250.3,14.5,19.5,40
"보통가뭄",318.2,14.4,21.9,27
"약한가뭄",405.6,14.2,27.9,33
"정상",539.7,13.9,28.3,27
"정상",706.3,13,22.5,21
"보통습윤",999.1,9.9,13,14
"보통습윤",891.5,10.2,2,14
"보통습윤",626.3,11.3,5.6,14
"정상",293.3,13.7,20.7,14
"정상",336.4,14,14.9,14
"보통습윤",1149.9,13.4,27.5,14
"심한습윤",1439.8,11.6,16,14
"정상",427,14.5,26.8,14
"정상",511.7,14,27.4,14
"약한가뭄",717.7,12,18.2,14
"약한가뭄",704.7,11.3,12.7,14
"정상",714.2,10,17,14
"보통습윤",1415.8,10.7,7.2,14
"심한습윤",1394.1,10.1,4.1,14
"심한습윤",1373.6,9.8,3,14
"보통습윤",1315.7,9.8,1.1,14
"심한습윤",1315.7,9.8,2,14
"심한습윤",1315,9.8,0.7,14
"심한습윤",888.3,10.5,-2.7,14
"정상",537.6,11.1,3.2,14
"정상",694.9,13.7,26.8,14
"정상",702.6,13.5,24.9,14
"정상",737.1,9.9,2,14
"정상",716.8,10.1,-0.9,14
"정상",617.8,10.8,4.4,14
"정상",249.1,12.6,6,14
"정상",219.6,12.1,2.3,156
"정상",168.1,12.9,15.9,156
"정상",986,13.8,24.3,157
"보통습윤",1216.9,13.5,24.2,157
"정상",1262.6,13.1,17.9,156
"정상",1422.7,11.9,16.7,156
"보통습윤",1543.8,10.9,8.6,156
"심한습윤",1540.4,9.9,5.4,156
"정상",263.3,13,13.6,77
"정상",323,13.3,15.3,80
"정상",658.6,14.2,29.5,58
"정상",657.5,14.1,31,53
"정상",973.9,13,25.7,60
"정상",1044.2,10.9,13.2,72
"정상",1044.3,10.7,11.4,69
"정상",1006.1,10,8.4,67
"정상",1029.8,9.9,10.5,64
"정상",737.7,10.3,0.9,53
"정상",737.7,10.4,3.4,52
"보통습윤",765.3,10.5,7.3,61
"보통습윤",765.3,10.6,7.3,65
"정상",308.6,12.1,8.1,65
"정상",287.6,14.5,19.3,53
"약한가뭄",300.3,14.5,24.8,69
"정상",557.4,14.2,27,56
"약한가뭄",685.4,12.8,24.9,53
"정상",775.9,9.8,3.2,52
"정상",509.8,10.4,4.3,52
"정상",318.2,12.6,10.6,52
"정상",249.6,13.2,13.4,52
"정상",328.4,13.9,17,52
"정상",335.7,14.5,25.4,51
"정상",438.1,14.5,23.5,52
"정상",857.9,14,25,52
"심한습윤",1639.8,13.6,26.9,53
"심한습윤",1775.1,11.2,15.6,52
"심한습윤",1758.5,11.1,12,52
"심한습윤",1758.5,10.9,14.6,52
"심한습윤",1546.4,9.8,2.6,51
"심한습윤",1278.5,10,6.6,51
"정상",356.6,11.1,10.6,51
"정상",276.3,13.3,15.9,52
"정상",402.9,14.4,20.9,52
"정상",674.7,14.3,28.2,52
"정상",848.7,13.4,22.7,52
"정상",994.6,12.1,20.9,52
"정상",989.1,11.8,23.7,52
"정상",976.3,11.5,24.1,52
"정상",1016,10.4,10.3,52
"정상",914.5,9.9,5.4,52
"정상",914.5,9.9,8,52
"정상",914.5,9.8,9.9,52
"정상",225.6,11.9,15.2,51
"정상",238.4,12.5,10.8,52
"정상",235.5,12.9,20.5,52
"정상",250.5,13.6,13.9,52
"심한가뭄",196.4,14.2,22.6,51
"보통가뭄",195.6,14.5,19.5,51
"심한가뭄",195.6,14.5,22.4,51
"보통가뭄",497.4,13.4,27.4,52
"보통가뭄",648.2,12.5,23.1,52
"보통가뭄",547.1,9.8,-4.1,51
"정상",241.8,11.1,0.7,38
"정상",259.7,11.4,0.5,41
"정상",252.7,12.4,14.6,56
"정상",438.7,14.5,22,68
"보통습윤",758.4,14.4,27.1,59
"정상",729.3,13.9,29.6,41
"정상",908.8,13.1,27.3,36
"정상",908.8,13,27.7,36
"정상",1005.2,11,13.2,58
"정상",953,9.8,0.4,54
"정상",284.5,11.7,4.5,42
"정상",286,11.7,8.3,43
"정상",287.3,11.9,6.3,43
"정상",286.9,12.3,4.3,45
"약한가뭄",207.9,13.3,16.4,43
"약한가뭄",318.9,14.5,23.1,35
"약한가뭄",334.9,14.4,22.6,35
"정상",527.7,13.7,29.6,39
"약한가뭄",637.5,13,23,47
"정상",735.4,12.3,20.7,56
"정상",843,9.9,1.1,7
"정상",822,9.8,2.6,7
"정상",812.2,10,0.7,7
"정상",622.6,10.5,1.6,7
"정상",536.4,11.2,3.4,7
"심한습윤",546.7,11.5,5.8,7
"보통습윤",457.3,11.8,6.3,7
"심한습윤",456.3,12.1,11.3,7
"정상",268.8,12.7,6.8,7
"정상",270.1,13.6,14,7
"정상",268.9,13.7,21.9,7
"정상",611.9,14.3,23.1,7
"정상",638.9,14.3,23.7,7
"심한습윤",1270.2,13.6,27.7,8
"심한습윤",1370.7,10.4,8.6,7
"심한습윤",1369.5,10,4.7,7
"심한습윤",1369.5,9.9,3.5,7
"보통습윤",1275.1,9.7,-1.3,7
"정상",763,10.6,2.3,7
"정상",306.8,14.4,17.5,7
"정상",384.4,14.6,19.6,7
"정상",403.8,14.6,23.3,7
"정상",416.3,14.5,24,7
"정상",577.2,14.2,28,7
"정상",573.7,14,27.7,7
"정상",978.4,12.9,24,7
"정상",996.8,12.4,20.6,7
"정상",1036.9,10.2,12,7
"정상",795.2,10,-3.3,7
"정상",754.6,10.2,-1.3,7
"정상",706.3,10.7,12.8,7
"정상",685.2,9.8,-1.1,7
"정상",687.4,10.7,0.1,7
"보통습윤",686.8,10.9,4.4,7
"정상",322.9,11.7,8,7
"정상",254.2,13.5,14,7
"보통가뭄",188.6,14.3,20,6
"정상",701.2,10,4.1,37
"정상",664.8,10.2,-1.4,34
"정상",653.7,10.4,-0.6,31
"보통가뭄",574.7,10.7,-4.4,31
"약한가뭄",263.7,11.4,3.3,31
"정상",310,12.6,17.2,62
"정상",291.1,13.4,22.1,71
"약한가뭄",196.8,14.6,24.3,49
"약한가뭄",196.8,14.6,21.8,49
"정상",298.4,14.8,19.9,66
"약한가뭄",306.1,14.7,26,36
"약한가뭄",306.8,14.7,22.3,35
"보통가뭄",314.3,14.7,20.9,36
"정상",468.3,14.6,23.5,72
"보통습윤",1311.8,11.8,20.3,60
"보통습윤",1404.8,10.5,12.3,56
"보통습윤",1400.6,9.6,7.5,506
"보통습윤",1372.1,9.6,5.4,506
"심한습윤",1230,10,7.2,506
"심한습윤",1251.1,10.5,-2.6,506
"심한습윤",1061.2,11.2,6.5,506
"심한습윤",866.1,12.4,16.3,506
"정상",474.2,13.1,17.6,506
"정상",429.9,14.3,15.9,506
"정상",402.2,14.8,27.4,506
"정상",402.2,14.8,27.1,506
"보통습윤",965.7,13.9,25.7,507
"보통습윤",1048.3,13.3,27.1,506
"심한습윤",1493.3,12.6,20.7,506
"심한습윤",1567,11.7,19.4,506
"심한습윤",1567,11.5,15.4,506
"심한습윤",1506.6,10.6,13.1,506
"보통습윤",1418.8,9.7,4.7,506
"보통가뭄",244.8,11.8,8.3,506
"정상",383.1,14.5,22.2,506
"정상",552.9,14.6,27,506
"정상",786.7,13.6,23.3,506
"정상",989.8,12.8,22.2,506
"정상",980.4,12.5,21.8,506
"정상",987.4,12.3,21.7,506
"정상",864.6,9.6,4.5,506
"약한가뭄",222.8,11.9,9.1,506
"약한가뭄",222.8,12,13.1,506
"정상",690.4,14.3,30.6,41
"정상",970,13.3,24.4,81
"정상",1073.1,12.7,20.5,66
"정상",1066.6,12.4,22.1,60
"정상",1303.3,11,14.2,77
"정상",1225.3,10.6,12.4,63
"정상",404.2,12.2,5,49
"정상",402.1,12.8,12.8,51
"약한가뭄",197.1,13.4,14,56
"약한가뭄",230,14.7,20.4,505
"정상",796.8,13.6,30.4,506
"정상",1064.7,12.7,21.3,506
"정상",1208.2,11.1,16.5,506
"정상",1272.8,9.9,11.7,506
"정상",1272.8,9.9,11.1,506
"정상",1119.4,9.6,1.5,505
"정상",468.6,14.3,13.3,100
"정상",963.4,9.6,-4.2,48
"정상",614.1,9.8,1,36
"약한가뭄",309.7,11,-4.1,19
"보통가뭄",509.7,9.5,4.8,192
"정상",324.6,10.6,-3.3,191
"약한가뭄",156.9,14.3,16.6,192
"약한가뭄",145.5,14.4,20.6,191
"정상",200.7,14.8,18.5,191
"정상",318.5,14.8,25.3,192
"보통습윤",1319.1,10.6,10.8,192
"보통습윤",1345.9,9.9,8.2,192
"심한습윤",1372.1,9.7,0.7,192
"정상",166.9,13.3,10.2,26
"보통습윤",379,14.7,22,21
"정상",707.4,14.6,25.6,39
"정상",707.2,14.4,26.6,13
"정상",702.7,14.1,28.7,36
"정상",990.1,11.8,12.4,46
"정상",990.1,11.8,11.2,44
"정상",1011.1,11.1,10.3,54
"정상",1011.1,11,9.3,49
"정상",956.6,10.8,8.8,44
"정상",853.8,9.5,-1.6,63
"정상",243.1,11.6,3.8,52
"정상",242.6,11.7,4,53
"정상",235.3,12.8,10.4,26
"보통가뭄",130.1,14.7,22.7,33
"약한가뭄",216.6,14.7,24.3,25
"약한가뭄",339.8,14.3,24.7,27
"약한가뭄",436.6,13.8,25.5,45
"정상",545.6,10.1,5.1,192
"정상",522.6,10.2,3.5,191
"심한습윤",269,12.2,11.6,191
"정상",206.5,13,5.8,191
"정상",327.4,14.6,17.7,192
"정상",377.7,14.8,19.1,192
"정상",994.1,13.2,27.1,192
"정상",1220.2,12,16.9,192
"정상",1215,11.7,15.8,192
"정상",1135.6,10.2,5.8,192
"정상",1107.8,9.5,-7.6,191
"보통습윤",1044.1,9.6,-5.6,191
"보통습윤",1045.4,9.7,-15.4,191
"심한습윤",950.3,10.2,-3.7,191
"정상",325.8,11.3,3.6,191
"정상",166.9,11.7,5.3,192
"보통습윤",246.3,13.5,18.3,192
"정상",663.5,13.3,22.9,192
"약한가뭄",674.6,11.1,7.1,192
"보통습윤",1025.5,14.5,23.4,75
"보통습윤",1511.6,14.2,29.9,19
"보통습윤",1913.6,11.3,14.8,68
"정상",1683.5,10.4,12.1,67
"정상",1560.7,10,14.6,16
"정상",330.4,14.6,21.5,246
"정상",355.1,14.6,23.1,246
"정상",556.5,14.3,25.8,246
"정상",723.4,13.3,21.7,247
"정상",872.2,12.3,20.4,246
"정상",835.1,11.6,20.4,246
"정상",813.5,10.1,6.4,246
"정상",1502.7,9.8,2,8
"정상",956.6,10.1,3.7,23
"정상",505.4,14.4,21.9,61
"정상",591.4,14.5,20.4,61
"정상",876.7,14.4,23.3,16
"정상",1374,13.6,28.7,13
"정상",725.1,9.8,-3.1,246
"약한가뭄",145.9,11.6,3.6,246
"약한가뭄",138,12.2,4.3,246
"심한가뭄",123.9,14.2,21.1,246
"심한가뭄",123.9,14.3,20.4,246
"심한가뭄",254.5,14.3,26.1,246
"심한가뭄",320.5,13.7,27.4,246
"심한가뭄",338.3,13.7,24,246
"보통습윤",1943.7,11.4,17,66
"보통습윤",1909,10.4,7.5,64
"보통습윤",1773.1,10,9,63
"보통습윤",1809.4,9.9,1.2,137
"보통습윤",990.9,10.7,4.6,137
"심한습윤",1020.1,10.9,10.9,137
"심한습윤",906.8,11.6,7.4,137
"심한습윤",636.1,12.4,13.7,137
"보통습윤",619.1,12.4,9.9,137
"정상",418.2,12.6,12.2,137
"정상",463.7,13.3,9.6,137
"정상",463.7,13.3,10,137
"정상",566.9,14.1,17,137
"정상",552.1,14.2,19,137
"보통가뭄",545.9,12.6,21.1,246
"보통가뭄",504,11.4,12.4,246
"정상",552.1,14.3,20.1,137
"정상",622.4,14.5,22.8,137
"정상",888.6,14.5,21.6,137
"정상",1278.4,14.1,23.2,137
"심한습윤",2149.5,12.7,22.5,137
"심한습윤",2145.8,12.6,24.5,137
"보통습윤",2093.2,11.9,18.5,137
"보통습윤",2090.6,11.6,19.2,137
"보통습윤",2033,10.9,13.5,137
"보통습윤",2012,10.7,8,137
"심한습윤",1581,10,-4.3,137
"보통습윤",1188.7,10.1,2.1,137
"정상",1058.4,10.3,6.4,137
"정상",692,10.8,6.7,137
"정상",636.8,11,2.4,137
"정상",496,11.6,11.2,137
"정상",509.9,13.2,13.5,137
"정상",626.7,14.3,17,133
"정상",632.1,14.3,20.5,137
"정상",648.9,14.4,19,137
"정상",651.8,14.4,21.3,137
"정상",898,14.5,21.8,137
"보통습윤",1246.6,14.4,24.3,137
"정상",1768.1,12.8,21.8,137
"심한가뭄",135.9,14.6,18.6,72
"보통가뭄",357.6,13.2,25,71
"정상",936.2,10.1,10.8,76
"정상",892,9.7,-5.3,73
"정상",847.5,9.7,1.6,73
"정상",511.6,9.8,1.8,51
"정상",508.5,9.8,3.1,46
"정상",291,11.9,14.5,62
"정상",349,12.2,3.2,84
"정상",281.9,12.7,10,50
"정상",362.4,14.1,24.8,51
"정상",395.9,14.6,19,33
"정상",409.7,14.6,28.7,29
"정상",634.6,14.4,29.7,59
"정상",837.2,11.7,19.3,84
"정상",965.2,11.2,15.2,57
"정상",890,9.9,13.6,47
"정상",819.5,9.8,2,44
"정상",659.1,10.2,4.7,52
"약한가뭄",166.3,13.6,13.5,44
"약한가뭄",209.2,14.3,22.2,42
"정상",450.9,14.2,28.5,63
"정상",505.1,13.7,29.2,61
"정상",531.9,13.5,27.8,50
"보통습윤",1190.7,10.6,13.9,61
"보통습윤",1182.9,9.8,4.3,74
"보통습윤",1182.9,9.7,7.2,74
"보통습윤",1066,9.8,5.3,73
"심한습윤",1114.3,10.4,4.5,75
"심한습윤",696.2,12.4,15.3,74
"보통습윤",383.5,13,10.4,73
"정상",361.9,13.5,12.3,73
"정상",393.1,14.6,22.2,73
"정상",530.3,14.3,26.4,74
"정상",803.2,13.7,28.3,77
"정상",746.4,13.1,29.4,73
"정상",746.2,13.1,29.8,73
"정상",973,11.4,17.8,73
"정상",962.8,11.3,15.4,73
"정상",931.4,11,11.6,73
"정상",931.4,10.9,15.3,73
"정상",904.4,10.3,13.3,73
"정상",910.1,10,8.8,73
"정상",852.5,9.7,2.4,73
"정상",851.7,9.7,5.9,73
"정상",811.3,9.8,-4.6,73
"보통가뭄",144.6,11.7,6.7,73
"약한가뭄",151.5,12.3,14.1,73
"정상",295.8,14.2,16.5,73
"정상",345.4,14.6,22.3,73
"정상",1029.6,10.9,12.5,65
"정상",1027.9,10.7,9,81
"정상",999.3,9.8,2.7,82
"정상",586.8,11.3,6.5,65
"보통습윤",398.9,12,7.8,64
"보통습윤",381.1,12.6,6.6,59
"약한가뭄",207.1,12.8,12.1,50
"약한가뭄",241.4,13.9,20.9,63
"정상",869.3,14,27.2,70
"정상",1098.3,12.1,17.4,59
"정상",1268.7,10.4,5.2,49
"정상",932.7,10.1,3,20
"심한습윤",588,12.2,11.7,20
"정상",291.7,13.1,12,20
"정상",409.8,14.4,18.7,20
"정상",409.8,14.4,23.3,20
"정상",709.2,14.4,21.6,20
"정상",727.6,14.4,22.2,21
"정상",962.5,13.9,26.8,21
"정상",1474,12.2,18.3,21
"정상",1455.9,11.9,17.6,20
"정상",1066.5,9.8,0.1,20
"정상",964.6,9.9,0.3,20
"정상",678.2,10.5,-0.9,20
"정상",592.4,10.8,0.9,20
"정상",340.5,11.4,9.3,20
"정상",241,11.7,8,20
"정상",357.6,13.7,14.9,20
"정상",522.7,14.5,21.9,20
"보통습윤",933.2,14.3,26,21
"정상",933.2,14.3,26.9,21
"보통습윤",1103,13.8,26.3,20
"정상",1166.2,11.8,21.2,20
"정상",1182.3,11.5,17.5,20
"정상",1160.9,11.1,10,20
"정상",1147.8,10.8,13.4,20
"정상",1059.3,10.2,11.2,20
"정상",483.3,10.3,-3.9,29
"정상",483.5,10.3,-7.4,29
"정상",475.4,10.7,-5.2,43
"정상",360.7,12.5,15.4,75
"정상",440.9,14.4,21.8,21
"정상",625.5,14.1,28.2,14
"정상",443.1,10.2,-8.5,1
"정상",189.1,12.1,4.7,1
"정상",318.4,14.1,16.1,7
"보통습윤",564.6,14.8,22.3,35
"정상",838.4,13.2,22.7,14
"정상",970.7,10.7,7.2,21
"정상",503.4,10.4,3.3,18
"정상",488.4,11.1,6.8,18
"정상",308.3,11.4,7.8,16
"정상",353.5,10.9,5,78
"정상",266.2,11.3,4.5,87
"정상",259.1,11.9,13.3,98
"정상",357.9,12.1,5.6,100
"정상",385.1,13.7,13.3,91
"정상",723.2,14.5,23.6,92
"정상",795,14.5,26.4,98
"정상",902.3,14.4,27,97
"정상",875.3,14.3,27.9,78
"정상",875.7,14,28.6,32
"정상",1055.7,13.1,26.1,94
"정상",1077.9,12.2,20.3,100
"정상",1084.9,12.2,20.3,100
"정상",1162.2,10.4,10.6,94
"정상",1140.9,10.2,5.9,91
"정상",1080.4,9.8,5.3,89
"정상",824.8,9.9,-1.8,93
"정상",704.2,10.2,1.7,86
"보통습윤",716.7,10.8,1.1,87
"정상",389.2,12,6.1,89
"약한가뭄",245.1,14,20.8,68
"정상",388.3,14.5,20.6,83
"정상",589.9,14.5,23.1,88
"정상",617,14.4,24.3,90
"정상",626.4,14.3,24.4,89
"정상",1038.3,12.2,17.7,100
"정상",1081.3,9.8,2.9,28
"정상",945.8,9.9,7.4,28
"정상",880.5,10.1,1.1,28
"정상",763.7,10.4,5.2,28
"정상",266.1,12.8,12.1,28
"정상",411.3,14.2,16.1,28
"정상",411.3,14.2,16.5,27
"정상",495.4,14.5,22.3,28
"정상",605.1,14.5,21.6,28
"정상",1016.5,14,22,28
"정상",1556.2,11.6,18.2,28
"정상",1547.6,11.4,13.4,28
"정상",1517.1,11,9.4,28
"보통습윤",1432.6,9.9,2.1,28
"보통습윤",1364.1,9.8,-2.7,28
"정상",770.3,10.3,4.7,28
"정상",770.3,10.3,4.1,28
"정상",244.4,11.6,7.6,28
"정상",403.8,14,20.9,27
"정상",509.1,14.5,22.3,27
"정상",841,14.4,26,29
"정상",1082.4,12.4,20.8,28
"정상",1091.6,12,21.5,28
"정상",1098.9,11.4,16.3,28
"정상",981.7,10.2,8.2,29
"정상",894.3,9.8,1.4,28
"정상",215.8,11.9,11.3,28
"보통가뭄",261.8,14.5,25.1,26
"보통가뭄",300.6,14.5,25.6,27
"심한가뭄",307.6,14.5,26.8,28
"약한가뭄",561.2,13.8,28.7,28
"약한가뭄",735.7,12,19.7,29
"약한가뭄",755.3,11.5,13.2,29
"정상",773.3,9.9,2.2,28
"정상",698.6,9.8,-0.8,28
"보통가뭄",487.1,12,19.1,125
"보통가뭄",487.1,11.8,18.9,125
"정상",193.4,13.8,19.5,1
"보통가뭄",340.6,14.2,27.5,22
"보통가뭄",593.5,12.9,22.8,13
"약한가뭄",706.7,12.4,23.5,19
"약한가뭄",706.9,11.8,21.6,28
"약한가뭄",713.7,11.4,18.8,30
"약한가뭄",712,11.1,17,26
"약한가뭄",740.1,9.9,6.6,30
"정상",730,9.8,-2.9,16
"정상",708.5,10,4.6,16
"정상",610,10.3,3.9,16
"정상",502.9,10.7,7.4,16
"정상",440.4,10.9,-5.9,16
"정상",283.4,12.1,8.8,16
"정상",263.7,12.7,10,16
"정상",274.2,14.8,27.3,16
"정상",556.7,14.2,24.3,17
"정상",1089.2,13.8,24.6,17
"정상",1176.4,13.4,24.3,17
"정상",1362,12.1,20.1,17
"정상",1360.2,12,20.4,17
"보통가뭄",195.8,14.4,19.4,6
"약한가뭄",248.2,14.6,22.4,6
"정상",323.1,14.6,27.4,6
"약한가뭄",324.2,14.5,27.6,7
"약한가뭄",324.7,14.5,26.8,7
"정상",792.6,12.5,22.7,7
"보통습윤",438,14.8,23.6,156
"정상",618.7,14,27.7,156
"약한가뭄",625.9,13.6,23.3,156
"약한가뭄",639.4,13.4,23.1,156
"약한가뭄",653.8,13.2,22.2,156
"약한가뭄",683.1,12.4,20.5,156
"약한가뭄",689.2,10.8,8.7,156
"보통가뭄",651.9,10.5,8.9,156
"보통가뭄",510.4,9.6,-4,156
"보통가뭄",482.8,9.6,-1.2,156
"약한가뭄",374.1,10.1,0.4,156
"정상",308.6,10.9,-4.2,156
"정상",283.3,11.2,-0.4,156
"정상",171.1,11.8,8,156
"정상",1173.9,10,7.7,33
"정상",666.7,10.4,6.8,33
"보통습윤",705,10.8,10.4,33
"정상",258.8,13.1,12.9,33
"정상",442.1,14,18.8,34
"보통습윤",1168.2,14,24.3,35
"정상",612.8,14.5,28.1,68
"정상",612.8,14.4,29.9,63
"정상",643.4,13.6,27.9,55
"정상",817.7,12.9,21.3,51
"정상",807.8,12.6,20.2,45
"정상",805.8,12.1,15.5,47
"정상",775.6,9.7,-3.6,76
"정상",292.8,13.8,14.2,49
"정상",590.1,13,22.9,50
"보통습윤",1525.4,12.4,22.3,34
"보통습윤",1531.6,12.2,20.6,34
"보통습윤",1447.3,10.8,15.4,33
"보통습윤",1329.8,10.1,8.7,33
"보통습윤",1323.3,10,6.4,33
"보통습윤",1322,9.9,7.5,33
"정상",216.8,12.4,14.7,33
"정상",300.7,13.2,15.9,33
"정상",331.3,13.7,16.8,33
"정상",331.3,13.8,16.4,34
"정상",435,10,4.3,72
"보통습윤",520.7,11,3.6,35
"보통습윤",520.7,11.1,2.7,62
"심한습윤",510.7,11.2,8.5,62
"정상",176.9,13.6,10.6,51
"정상",624.5,13.3,25.3,67
"정상",687.9,12.8,25.6,50
"정상",688.7,12.4,20.7,40
"심한습윤",1308.2,10,12.3,65
"심한습윤",1262,9.6,4.8,60
"심한습윤",1262,9.6,6.8,60
"심한습윤",1093.2,12,7.8,60
"정상",402.4,13.1,9.1,60
"정상",350,13.9,14.6,60
"보통습윤",1067.7,12.7,21.6,60
"보통습윤",1090.9,12.1,18.8,60
"보통습윤",1107.4,11.7,19.1,60
"보통습윤",1059.1,10.9,13.7,60
"정상",1019.7,9.9,6.6,59
"정상",1018,9.8,3.2,59
"정상",988.9,9.6,-4.1,59
"보통습윤",985.1,9.7,5.6,59
"정상",417.3,10.4,8.7,59
"약한가뭄",360.5,10.4,-1.5,59
"약한가뭄",335.3,10.5,4.6,59
"보통가뭄",297.3,10.6,0.8,59
"약한가뭄",279.5,11.1,7.7,59
"정상",207.2,13.2,14,60
"정상",640.8,13.5,22.3,60
"정상",742.7,13.2,23.1,60
"정상",795.2,9.6,4.5,59
"정상",673.5,10.2,4.1,59
"정상",673.5,10.3,0.8,59
"정상",669.9,10.4,0.2,59
"보통가뭄",134,13.3,12.6,60
"보통가뭄",153.1,14.3,20.4,60
"약한가뭄",193.5,14.6,15.2,60
"심한가뭄",225.7,14.5,22.9,60
"보통가뭄",261.1,14.5,22.7,60
"정상",725.4,11.6,13.9,60
"정상",722.2,11.2,11.3,60
"정상",543.5,10.3,-4.6,27
"정상",355,11.7,2.6,73
"정상",375.2,13.8,17.1,54
"정상",662.6,13.7,26.1,54
"정상",690.9,13.6,24.6,62
"정상",700.4,9.8,1.1,16
"정상",221.9,13.3,22.9,53
"정상",596.4,14.3,31.5,37
"정상",596.4,14.3,30.8,36
"정상",644.9,13.7,25.8,45
"정상",798.6,11.8,16.1,39
"보통습윤",1006.1,10.9,11.1,34
"보통습윤",1006.1,10.4,13.8,40
"보통습윤",982.9,9.7,0.6,27
"보통습윤",968.6,9.7,-4.6,25
"보통습윤",766,10,1.8,31
"심한습윤",554.4,11.7,7.3,33
"심한습윤",479,12.4,10.6,34
"정상",532,14.3,29,48
"정상",610.3,13.8,26.8,48
"정상",703.5,12.5,21.5,42
"정상",833,12.2,17.2,41
"심한습윤",1167.4,11.4,15.7,39
"심한습윤",1177.4,11.2,15.7,38
"정상",350.6,13.7,20.9,26
"정상",367.5,14.3,11.2,26
"정상",289.5,14.6,20.9,25
"정상",334.6,14.7,21.7,26
"심한습윤",915.6,13.5,27.7,26
"보통습윤",1027.7,10.1,9,25
"보통습윤",1028.2,10.1,9.3,25
"보통습윤",983,9.7,-4.7,25
"약한가뭄",263.2,11.5,3.2,26
"정상",229.5,13.9,15.1,25
"정상",348.3,14.7,18.2,26
"보통습윤",1096.1,11.2,7.7,26
"보통습윤",967.7,9.7,8.8,25
"정상",836.1,9.8,3.5,25
"보통습윤",802.8,10.2,3.2,25
"정상",677.7,10.6,0.8,25
"보통가뭄",126.5,13.4,15.8,25
"보통가뭄",141.9,14.3,23.5,24
"보통가뭄",154.2,14.6,15.9,25
"보통가뭄",267.8,14.3,22.6,26
"약한가뭄",536.5,12.6,20.3,25
"약한가뭄",507.2,10.2,10,25
"정상",644.9,9.7,5.1,25
"정상",645,9.7,-4.5,25
"정상",784.7,9.8,3.9,129
"정상",737.7,9.7,-1.6,129
"정상",738.1,9.7,0.3,129
"정상",708.5,9.7,-1,129
"정상",708.5,9.7,0.7,129
"심한습윤",536.1,11.4,4.3,129
"정상",727.9,14.1,21.5,130
"보통습윤",1141.9,13.5,25.9,130
"정상",1146.7,13.2,26.7,130
"정상",1317.6,12.3,19.2,129
"정상",1318.3,12.3,16.4,129
"보통습윤",1277,10.5,9.8,129
"보통습윤",904.5,10,-5.7,129
"보통습윤",909.5,10,-4.9,129
"정상",444.8,10.6,5.6,129
"정상",161.9,12.3,13.1,129
"정상",161.9,12.4,12.2,129
"보통습윤",322.8,13.4,18.3,129
"보통습윤",438.3,14.5,12.5,129
"정상",774,14.3,25.9,129
"정상",790,14,26.1,129
"정상",1033.4,13,20.3,130
"정상",1094,12.8,18.5,130
"정상",1094,12.6,21.8,129
"정상",1117.8,12.1,18.1,129
"정상",1019.5,10.8,10.1,129
"정상",984.1,10.5,9.6,129
"정상",883.7,9.8,0.6,129
"정상",779.8,9.7,-0.1,129
"정상",535.6,10.4,-1.3,7
"정상",429.1,10.8,-2.8,3
"정상",778.2,14,28.7,12
"정상",1172.2,13,20.5,46
"정상",1171.1,10.9,9.6,16
"정상",1112.1,9.7,-3.4,28
"정상",236.3,13.6,10.3,30
"정상",225.7,14.4,17.5,21
"약한가뭄",249.2,14.7,20.6,10
"약한가뭄",533.6,13.8,26.9,22
"보통가뭄",560.9,13.1,20.3,18
"보통가뭄",631,12.7,24.6,21
"보통가뭄",636,12.2,16,13
"약한가뭄",686,12,18.3,24
"정상",534.1,10.9,-3.3,129
"정상",211.2,13.1,11.4,129
"보통가뭄",209.8,14.7,27.1,129
"정상",438.6,14.4,22.6,130
"정상",802.1,13.4,25,130
"정상",953.8,12.6,19,130
"정상",953.8,12.6,20.9,130
"정상",870.8,11.1,8.4,129
"정상",881,9.7,-7.6,129
"정상",932.2,9.6,1,45
"정상",773.2,9.8,-1.7,37
"정상",773.2,9.8,7.4,37
"정상",771.7,9.9,4.2,35
"정상",665.8,10.4,-3.4,26
"정상",343.4,13.6,10.9,87
"정상",388.8,14.4,14.4,68
"정상",389.6,14.5,20.9,65
"정상",399.5,14.8,26,54
