"행정구역","SPI6","가뭄","계절","누적강수량","가조시간","평균기온","합계일조시간","평균상대습도","평균지면온도","수위","저수량","방류량","강유역","댐"
"강원도",1.859,"심한습윤","여름",502,14.7,22,9,69.4,29.7,29,66.04,5.92,"한강","횡성"
"전라남도",-0.269,"정상","여름",420.2,14.4,22.9,7.1,75,29.3,56,53.27,4.23,"영섬","장흥"
"경상남도",0.814,"정상","여름",417.6,14.5,24.9,9.4,58.6,32.5,46,303.44,8,"낙동강","합천"
"경상남도",0.034,"정상","여름",477.5,14.5,23.5,9.7,67.5,29.7,63,125.5,38.98,"낙동강","남강"
"경상북도",1.351,"보통습윤","여름",492.9,14.6,23.9,11.7,52.6,33.5,10,0.29,0.54,"낙동강","영주"
"경상북도",1.074,"보통습윤","여름",385.6,14.6,24,11.2,59.5,30.2,19,574.57,33.05,"낙동강","안동"
"경상북도",1.074,"보통습윤","여름",385.6,14.6,24,11.2,59.5,30.2,19,324.71,26.05,"낙동강","임하"
"대구광역시",1.058,"보통습윤","여름",368.7,14.5,25.6,11.9,50.1,31.9,32,17.18,0.72,"낙동강","군위"
"경상북도",0.866,"정상","여름",365.3,14.5,24.4,12,56.3,28.7,70,4.98,0.28,"낙동강","보현산"
"경상북도",0.866,"정상","여름",365.3,14.5,24.4,12,56.3,28.7,70,49.83,9.17,"낙동강","영천"
"경상남도",0.289,"정상","여름",386.8,14.5,25.2,7.3,58.1,32.4,67,30.79,1.47,"낙동강","밀양"
"충청북도",0.82,"정상","여름",373.2,14.6,21.9,6.4,66.9,26,56,939.38,89.62,"금강","대청"
"전라북도",0.962,"정상","여름",437.2,14.5,20.5,4.6,77.5,25.7,69,21.23,1.15,"영섬","부안"
"충청남도",0.971,"정상","여름",403.2,14.6,19.9,3.8,92.6,27.2,24,51.05,3.48,"금강","보령"
"광주광역시",0.343,"정상","여름",417.2,14.5,22.5,8.3,78.6,31.8,77,4.37,0.37,"영섬","평림"
"경상남도",1.451,"보통습윤","여름",961.2,14.4,23.5,9.6,77.9,27.2,75,9.19,0.33,"낙동강","구천"
"경상남도",1.451,"보통습윤","여름",961.2,14.4,23.5,9.6,77.9,27.2,75,4.39,0.04,"낙동강","연초"
"광주광역시",0.331,"정상","여름",417.2,14.5,23.5,7.8,74,28.9,77,4.35,0.38,"영섬","평림"
"강원도",1.858,"심한습윤","여름",502,14.7,22.5,9.4,60.5,30.6,29,65.22,8.41,"한강","횡성"
"전라북도",0.328,"정상","여름",496.9,14.5,20.7,6.3,66.6,30.1,58,399.27,12.74,"영섬","용담"
"충청남도",1.002,"보통습윤","여름",408.8,14.6,21.4,7,88.9,28.3,25,50.79,3.69,"금강","보령"
"경상북도",1.351,"보통습윤","여름",492.9,14.6,20.9,9.6,59.9,34.5,10,0.28,0.46,"낙동강","영주"
"경상북도",0.845,"정상","여름",365.3,14.6,19.6,2.8,65.6,23.6,68,4.96,0.28,"낙동강","보현산"
"경상북도",0.845,"정상","여름",365.3,14.6,19.6,2.8,65.6,23.6,68,49.38,9.05,"낙동강","영천"
"경상남도",0.261,"정상","여름",386.8,14.5,22.2,10.2,51.8,31.5,68,30.69,1.38,"낙동강","밀양"
"경상남도",0.8,"정상","여름",417.6,14.5,22,3,59,29.1,48,302.88,7.99,"낙동강","합천"
"충청북도",0.797,"정상","여름",373.2,14.6,23,9.4,58.6,28.1,63,934.31,84.61,"금강","대청"
"대구광역시",1.039,"보통습윤","여름",368.7,14.5,20.2,5,62.8,27.1,32,17.1,0.76,"낙동강","군위"
"경상남도",1.451,"보통습윤","여름",961.2,14.4,21.6,10.4,74.4,29.7,75,9.17,0.32,"낙동강","구천"
"경상남도",1.451,"보통습윤","여름",961.2,14.4,21.6,10.4,74.4,29.7,75,4.39,0.04,"낙동강","연초"
"경상남도",0.147,"정상","봄",313.3,12.9,19.1,10.6,39.1,21.1,89,154.71,73.57,"낙동강","남강"
"전라북도",0.206,"정상","봄",285.3,12.9,13.1,10.9,66.8,18.4,56,18.8,0.73,"영섬","부안"
"충청남도",0.254,"정상","봄",253.6,13,11.3,9.8,84.6,15.9,68,39.95,3.01,"금강","보령"
"전라북도",-0.146,"정상","봄",335.2,12.9,13.6,10.6,55.1,16.2,67,369.96,12.72,"영섬","용담"
"경상북도",0.296,"정상","봄",238.1,13,18.9,11.2,40.4,19.8,58,4.84,0.2,"낙동강","보현산"
"경상북도",0.296,"정상","봄",238.1,13,18.9,11.2,40.4,19.8,58,52.81,7.58,"낙동강","영천"
"경상남도",0.065,"정상","봄",239.3,12.9,19.7,9.6,38.1,21.2,34,25.01,0.81,"낙동강","밀양"
"경상남도",0.455,"정상","봄",443.1,12.9,18.3,8.9,65.8,21.3,64,8.21,0.29,"낙동강","구천"
"경상남도",0.455,"정상","봄",443.1,12.9,18.3,8.9,65.8,21.3,64,4.04,0.15,"낙동강","연초"
"강원도",-0.135,"정상","봄",201.4,13,13.5,11.2,48.1,14.4,45,54.05,2.01,"한강","횡성"
"충청북도",0.081,"정상","봄",226.7,13,14.9,11.1,49.3,15.7,78,1052.03,29.78,"금강","대청"
"경상북도",0.49,"정상","봄",250.4,13,14.3,11.6,43.3,16,48,0.37,3.24,"낙동강","영주"
"경상북도",0.185,"정상","봄",237.4,13,15.9,11.7,47.3,16.4,59,495.73,0,"낙동강","안동"
"경상북도",0.185,"정상","봄",237.4,13,15.9,11.7,47.3,16.4,59,289.57,26.27,"낙동강","임하"
"광주광역시",-0.427,"정상","봄",265.1,12.9,16.5,9.3,58.9,20.1,78,3.7,0.3,"영섬","평림"
"대구광역시",0.329,"정상","봄",230.7,12.9,19,11.1,41.8,24.5,67,16.75,0.33,"낙동강","군위"
"전라남도",-0.37,"정상","봄",266.5,12.9,16.6,9.4,58.5,17.1,63,46.34,1.17,"영섬","장흥"
"경상남도",0.373,"정상","봄",261.7,12.9,18.4,10.5,39.3,20.6,64,259.54,2,"낙동강","합천"
"경상북도",0.16,"정상","봄",233,13,13.9,11.9,33.1,14.4,58,498.55,0,"낙동강","안동"
"경상북도",0.16,"정상","봄",233,13,13.9,11.9,33.1,14.4,58,288.72,23.08,"낙동강","임하"
"충청북도",0.043,"정상","봄",219.9,13,13.9,11.7,34.1,13.9,77,1055.05,30.05,"금강","대청"
"대구광역시",0.277,"정상","봄",230.7,13,16.4,11.3,24.4,18.6,66,16.79,0.33,"낙동강","군위"
"광주광역시",-0.441,"정상","봄",263.3,13,13.6,4,43.9,13.1,77,3.72,0.33,"영섬","평림"
"충청남도",0.188,"정상","봄",248.7,13,10.2,11.1,68.9,12.9,68,39.99,2.96,"금강","보령"
"전라남도",-0.395,"정상","봄",265.4,13,12.3,5.9,55.5,12.5,63,46.34,1.93,"영섬","장흥"
"경상북도",0.438,"정상","봄",249.4,13,12.4,11,32.1,16.3,47,0.36,2.77,"낙동강","영주"
"경상남도",0.298,"정상","봄",261.7,13,14.4,9.1,36.1,17.4,63,260.3,1.96,"낙동강","합천"
"경상남도",0.035,"정상","봄",239.3,13,15.6,8.5,28.5,17.2,34,25.04,0.83,"낙동강","밀양"
"전라북도",-0.165,"정상","봄",331.2,13,9.6,8.4,54.1,11.5,65,370.39,12.78,"영섬","용담"
"경상북도",0.257,"정상","봄",238.1,13,15.1,11.4,28.1,16.7,55,4.85,0.2,"낙동강","보현산"
"경상북도",0.257,"정상","봄",238.1,13,15.1,11.4,28.1,16.7,55,52.81,7.55,"낙동강","영천"
"경상남도",0.398,"정상","봄",443.1,13,14.8,5.9,34.3,14.8,64,8.2,0.29,"낙동강","구천"
"경상남도",0.398,"정상","봄",443.1,13,14.8,5.9,34.3,14.8,64,4.03,0.16,"낙동강","연초"
"경상남도",0.095,"정상","봄",313.3,13,13.7,5.6,39.5,14.8,87,151.8,70.81,"낙동강","남강"
"전라북도",0.154,"정상","봄",282.3,13,11.1,8.7,57.5,14.5,56,18.78,0.77,"영섬","부안"
"강원도",-0.153,"정상","봄",175.4,13,11.8,12,39,12.9,44,54.1,1.85,"한강","횡성"
"경상북도",0.164,"정상","봄",208.8,13,11.9,6.7,43.1,13.4,57,501.11,0,"낙동강","안동"
"경상북도",0.164,"정상","봄",208.8,13,11.9,6.7,43.1,13.4,57,287.54,26.32,"낙동강","임하"
"충청북도",0.02,"정상","봄",219.5,13,13.9,3.9,33,12.3,77,1057.47,33.07,"금강","대청"
"대구광역시",0.251,"정상","봄",203.7,13,12.8,4.5,38.5,14.9,64,16.82,0.33,"낙동강","군위"
"강원도",-0.183,"정상","봄",175.4,13.1,12.3,3.8,42.5,12.1,42,54.1,1.88,"한강","횡성"
"전라남도",-0.401,"정상","여름",683.1,14.3,27.4,9.3,80.3,34.7,52,59.38,3.43,"영섬","장흥"
"경상남도",1.353,"보통습윤","여름",1546.6,14.3,28.4,12.9,78.6,34.6,20,9.27,0.35,"낙동강","구천"
"경상남도",1.353,"보통습윤","여름",1546.6,14.3,28.4,12.9,78.6,34.6,20,4.4,0.2,"낙동강","연초"
"경상남도",0.335,"정상","여름",902.3,14.3,27.9,13,69.5,34.9,72,125.25,57.38,"낙동강","남강"
"강원도",0.873,"정상","여름",788.8,14.5,27.8,10.3,74,31.2,19,52.27,4.68,"한강","횡성"
"충청북도",0.576,"정상","여름",677.5,14.4,29.5,11.9,62.3,32.3,64,915.85,34.89,"금강","대청"
"경상남도",0.477,"정상","여름",730.5,14.3,29.8,12,64.8,38.5,34,377.24,6.36,"낙동강","합천"
"전라북도",0.103,"정상","여름",735.9,14.3,26.5,11.1,73.5,36.1,27,489.95,12.85,"영섬","용담"
"충청남도",0.81,"정상","여름",698.9,14.4,25.8,10.7,88.9,33.6,19,75.02,3.62,"금강","보령"
"경상북도",0.58,"정상","여름",612.8,14.4,30.6,12.6,61,34.7,62,11.52,0.34,"낙동강","보현산"
"경상북도",0.58,"정상","여름",612.8,14.4,30.6,12.6,61,34.7,62,72.57,21.49,"낙동강","영천"
"경상남도",-0.107,"정상","여름",650.7,14.3,29.9,12,74.4,36.9,66,51.48,2.67,"낙동강","밀양"
"경상북도",0.76,"정상","여름",788,14.4,28,13.3,65.9,38.2,24,0.36,2.66,"낙동강","영주"
"경상남도",0.312,"정상","여름",879.4,14.3,27.3,10.8,70.9,34.8,65,123.57,40.34,"낙동강","남강"
"전라북도",0.062,"정상","여름",724.9,14.3,26.2,9,75.8,34.7,26,489.69,12.83,"영섬","용담"
"경상북도",0.715,"정상","여름",787.5,14.4,28.2,12.7,65.6,37.9,22,0.35,2.19,"낙동강","영주"
"경상북도",0.533,"정상","여름",604.8,14.3,30.3,12,61.1,35.3,61,11.5,0.34,"낙동강","보현산"
"경상북도",0.533,"정상","여름",604.8,14.3,30.3,12,61.1,35.3,61,72.07,9.15,"낙동강","영천"
"경상남도",-0.137,"정상","여름",633.3,14.3,29.5,11.8,69.3,38.1,59,51.3,2.64,"낙동강","밀양"
"경상남도",1.349,"보통습윤","여름",1517.1,14.3,28.2,12.8,79,34.7,19,9.26,0.34,"낙동강","구천"
"경상남도",1.349,"보통습윤","여름",1517.1,14.3,28.2,12.8,79,34.7,19,4.38,0.21,"낙동강","연초"
"충청북도",0.527,"정상","여름",675.8,14.4,28.9,10.3,63.1,32,64,915.3,35.94,"금강","대청"
"광주광역시",-0.126,"정상","여름",664.2,14.3,29.2,10.8,77.8,38.9,61,6.23,0.4,"영섬","평림"
"대구광역시",0.733,"정상","여름",635.1,14.3,30.9,9.7,56.9,36.6,27,31.57,0.85,"낙동강","군위"
"경상북도",0.358,"정상","여름",569.7,14.4,29.1,13,68.9,37.5,40,694.56,6.06,"낙동강","안동"
"경상북도",0.358,"정상","여름",569.7,14.4,29.1,13,68.9,37.5,40,387.64,41.79,"낙동강","임하"
"전라북도",0.754,"정상","여름",736.9,14.3,27.7,12.6,72.8,36.9,59,31.25,0.87,"영섬","부안"
"충청남도",0.76,"정상","여름",698.5,14.4,26.1,10,90.9,34.2,17,74.8,3.71,"금강","보령"
"전라남도",-0.415,"정상","여름",665,14.2,27,9.4,81.8,35.4,43,59.15,2.93,"영섬","장흥"
"경상남도",0.448,"정상","여름",722,14.3,29.2,11.9,67,38.9,44,376.92,9.11,"낙동강","합천"
"강원도",0.814,"정상","여름",788.8,14.5,27.1,10.6,73.1,30.5,18,52.05,4.62,"한강","횡성"
"경상북도",0.342,"정상","여름",561.2,14.4,28.9,12.8,70.8,37.5,38,695.32,6.05,"낙동강","안동"
"경상북도",0.342,"정상","여름",561.2,14.4,28.9,12.8,70.8,37.5,38,384.36,41.75,"낙동강","임하"
"충청북도",0.506,"정상","여름",669.8,14.4,29.1,10.6,64.4,31.9,64,914.19,36.69,"금강","대청"
"광주광역시",-0.134,"정상","여름",658.6,14.3,29.3,8.9,75.1,37.7,60,6.21,0.39,"영섬","평림"
"강원도",0.781,"정상","여름",788.8,14.5,27,9.7,72.6,32.1,18,51.83,4.09,"한강","횡성"
"전라북도",0.71,"정상","여름",731.4,14.3,28.1,11.6,72.8,37.5,59,31.18,0.9,"영섬","부안"
"충청남도",0.727,"정상","여름",693.3,14.4,26.6,9.4,87.5,34.9,17,74.58,3.72,"금강","보령"
"경상북도",0.798,"정상","봄",316.9,13.8,15.4,0,86.8,16.3,62,5.03,0.2,"낙동강","보현산"
"경상북도",0.798,"정상","봄",316.9,13.8,15.4,0,86.8,16.3,62,56.04,7.48,"낙동강","영천"
"경상북도",1.396,"보통습윤","봄",420.2,13.9,15.3,2,83.4,17.9,41,0.43,4.48,"낙동강","영주"
"강원도",0.884,"정상","봄",301.7,14,17.1,7.3,69.9,17.3,49,55,2.71,"한강","횡성"
"광주광역시",0.147,"정상","봄",369.2,13.8,18.4,2,92.1,19.1,84,4.44,0.35,"영섬","평림"
"경상남도",0.251,"정상","봄",334.7,13.8,16.2,0.5,88.1,17.9,9,29.11,0.88,"낙동강","밀양"
"대구광역시",0.748,"정상","봄",306.7,13.8,15.5,0.3,87.4,17.4,58,17.37,0.41,"낙동강","군위"
"경상남도",0.254,"정상","봄",425.7,13.8,16,0.2,88.9,17.4,93,149.96,74.84,"낙동강","남강"
"경상북도",1.108,"보통습윤","봄",328.1,13.9,13.4,5.2,71.9,16.4,57,341.76,3.64,"낙동강","임하"
"경상북도",1.108,"보통습윤","봄",328.1,13.9,13.4,5.2,71.9,16.4,57,591.02,25.49,"낙동강","안동"
"광주광역시",0.386,"정상","봄",369.2,13.8,18.1,4.9,77.5,19.8,83,4.46,0.37,"영섬","평림"
"대구광역시",1.048,"보통습윤","봄",306.7,13.9,14.3,0.4,68.5,14.8,55,17.46,0.4,"낙동강","군위"
"경상남도",0.552,"정상","봄",334.7,13.8,15.4,1.3,55.3,16.9,12,29.58,0.97,"낙동강","밀양"
"경상남도",1.268,"보통습윤","봄",778.4,13.8,15.5,0.8,75.5,16.8,52,9.38,1.27,"낙동강","구천"
"경상남도",1.268,"보통습윤","봄",778.4,13.8,15.5,0.8,75.5,16.8,52,4.48,0.34,"낙동강","연초"
"전라북도",1.019,"보통습윤","봄",409.8,13.8,16.4,6.8,75.1,19.3,64,21.37,0.8,"영섬","부안"
"경상북도",1.439,"보통습윤","봄",420.2,13.9,12.7,1.6,70.4,16.6,38,0.43,5.01,"낙동강","영주"
"경상북도",1.129,"보통습윤","봄",316.9,13.9,14.1,0,67.1,13.9,61,5.08,0.2,"낙동강","보현산"
"경상북도",1.129,"보통습윤","봄",316.9,13.9,14.1,0,67.1,13.9,61,56.23,7.42,"낙동강","영천"
"경상남도",1.096,"보통습윤","봄",377.7,13.8,14.8,0.6,62.6,17.3,61,298.49,4.98,"낙동강","합천"
"충청북도",0.864,"정상","봄",324.4,13.9,17.1,7.7,58.5,18.2,85,1047.21,101.94,"금강","대청"
"경상남도",0.397,"정상","봄",425.7,13.8,14.9,2.5,65.1,16,93,153.65,74.51,"낙동강","남강"
"전라남도",0.159,"정상","봄",386,13.8,16.7,4.5,74.4,19.3,77,54.41,1.97,"영섬","장흥"
"충청남도",0.822,"정상","봄",343.7,13.9,17.5,8,75.4,19.6,44,47.02,3.14,"금강","보령"
"강원도",0.938,"정상","봄",301.7,14,15,11.9,59,19.5,48,55,3.47,"한강","횡성"
"전라북도",0.284,"정상","봄",449.9,13.9,13.7,5.1,60.6,18.8,81,397.9,12.66,"영섬","용담"
"광주광역시",0.385,"정상","봄",369.2,13.8,16.8,7.4,71.6,22.1,83,4.47,0.36,"영섬","평림"
"강원도",0.86,"정상","봄",301.7,14,12.9,11.7,62.5,19,47,55,3.38,"한강","횡성"
"경상남도",0.401,"정상","봄",425.7,13.9,14.1,8.3,60,17.2,92,153.39,74.39,"낙동강","남강"
"전라남도",0.169,"정상","봄",386,13.8,14.9,1.9,71.5,17.5,77,54.79,1.93,"영섬","장흥"
"경상북도",1.418,"보통습윤","봄",420.4,14,11.7,9,67.5,20.3,37,0.41,4.53,"낙동강","영주"
"경상남도",1.093,"보통습윤","봄",377.7,13.9,14.3,8.5,58.8,19.5,61,299.99,5.02,"낙동강","합천"
"경상북도",1.107,"보통습윤","봄",316.9,13.9,12.5,3.6,64.3,15.6,60,5.1,0.2,"낙동강","보현산"
"경상북도",1.107,"보통습윤","봄",316.9,13.9,12.5,3.6,64.3,15.6,60,56.33,7.53,"낙동강","영천"
"대구광역시",1.042,"보통습윤","봄",306.7,13.9,12.9,6.2,62.6,18.3,53,17.51,0.4,"낙동강","군위"
"전라북도",0.27,"정상","봄",449.9,13.9,13,9.2,64.1,18.2,79,399.72,12.67,"영섬","용담"
"경상북도",-0.327,"정상","겨울",366.6,10.5,-4.4,8.6,39.9,-2.2,54,4.38,0.22,"낙동강","보현산"
"경상북도",-0.327,"정상","겨울",366.6,10.5,-4.4,8.6,39.9,-2.2,54,44.77,7.03,"낙동강","영천"
"충청북도",-0.662,"정상","겨울",375.4,10.5,-5.4,9.3,53.6,-2.6,71,891.58,29.45,"금강","대청"
"전라북도",-0.68,"정상","겨울",366.5,10.5,-3.9,2.1,70.5,-1,33,14.36,0.74,"영섬","부안"
"경상남도",-0.566,"정상","겨울",380.5,10.5,-3.5,9.1,35.6,-1.6,56,233.55,12.36,"낙동강","합천"
"강원도",0.141,"정상","겨울",467.7,10.4,-11.7,8.9,53.8,-6.4,19,53.11,1.47,"한강","횡성"
"광주광역시",0.015,"정상","겨울",539.6,10.6,-5.9,4.7,73.6,-2.2,57,2.89,0.36,"영섬","평림"
"경상남도",-0.446,"정상","겨울",432.6,10.6,-4.5,9.5,29,-3.7,72,88.79,11.62,"낙동강","남강"
"전라북도",-0.635,"정상","겨울",368.5,10.5,-6.2,4.8,70.1,-0.5,32,14.36,0.68,"영섬","부안"
"경상남도",-0.814,"정상","겨울",289.4,10.6,-5.2,8.9,29.9,-4,41,18.65,0.84,"낙동강","밀양"
"경상북도",0.432,"정상","겨울",502.1,10.5,-9.3,9.4,34.8,-5.9,5,9.9,0.68,"낙동강","영주"
"충청북도",-0.601,"정상","겨울",375.4,10.5,-7.9,9.8,46.8,-4,71,889.94,28.91,"금강","대청"
"경상남도",0.668,"정상","겨울",791.5,10.6,-3.6,8.5,27.9,-1.3,30,6.87,0.32,"낙동강","구천"
"경상남도",0.668,"정상","겨울",791.5,10.6,-3.6,8.5,27.9,-1.3,30,3.03,0.16,"낙동강","연초"
"경상남도",-0.533,"정상","겨울",380.5,10.6,-5.9,9.1,31.5,-2.9,58,232.75,12.25,"낙동강","합천"
"충청남도",-0.433,"정상","겨울",394.6,10.5,-6.1,8.6,52.9,-1.8,20,31.97,2.96,"금강","보령"
"전라남도",-0.262,"정상","겨울",477.2,10.6,-5.2,4.2,71.1,-1.7,77,39.58,2.24,"영섬","장흥"
"경상북도",-0.254,"정상","겨울",366.6,10.5,-6.5,9.1,31.8,-3.9,52,4.37,0.22,"낙동강","보현산"
"경상북도",-0.254,"정상","겨울",366.6,10.5,-6.5,9.1,31.8,-3.9,52,44.6,6.97,"낙동강","영천"
"충청북도",-0.843,"정상","겨울",375.4,10.5,-8,9.5,43.9,-4.7,70,888.85,29.25,"금강","대청"
"강원도",0.15,"정상","겨울",467.7,10.5,-11.8,9,47.6,-7.5,19,52.93,1.51,"한강","횡성"
"광주광역시",0.015,"정상","겨울",539.8,10.6,-5.6,7.6,66.3,-2.7,57,2.89,0.38,"영섬","평림"
"경상북도",0.311,"정상","겨울",502.1,10.5,-9.3,9.5,31.8,-6,5,9.9,0.68,"낙동강","영주"
"경상남도",-0.551,"정상","겨울",380.5,10.6,-7,8.8,36.8,-4.3,59,231.95,12.32,"낙동강","합천"
"경상남도",-0.803,"정상","겨울",289.4,10.6,-5.7,8.5,32.9,-4.8,41,18.58,0.89,"낙동강","밀양"
"경상북도",-0.318,"정상","겨울",366.6,10.6,-6.5,8.7,30.4,-4.2,50,4.35,0.22,"낙동강","보현산"
"경상북도",-0.318,"정상","겨울",366.6,10.6,-6.5,8.7,30.4,-4.2,50,44.44,6.94,"낙동강","영천"
"전라남도",-0.258,"정상","겨울",477.2,10.6,-5.6,6.7,76.6,-3.2,77,39.44,2.15,"영섬","장흥"
"경상남도",-0.429,"정상","겨울",432.6,10.6,-5,9.1,35.1,-3.6,76,88.38,11.57,"낙동강","남강"
"전라북도",-0.666,"정상","겨울",368.5,10.6,-6.5,2.6,66.3,-0.7,32,14.32,0.71,"영섬","부안"
"대구광역시",-0.461,"정상","겨울",347.8,10.6,-6.2,10,32.6,-4.4,59,13.44,0.7,"낙동강","군위"
"경상남도",0.559,"정상","겨울",791.5,10.6,-3.2,8.5,29.1,-1.5,30,6.84,0.33,"낙동강","구천"
"경상남도",0.559,"정상","겨울",791.5,10.6,-3.2,8.5,29.1,-1.5,30,3.01,0.16,"낙동강","연초"
"충청남도",-0.516,"정상","겨울",394.6,10.5,-6.6,7.4,55.6,-2,19,31.88,3.06,"금강","보령"
"경상남도",-0.41,"정상","봄",333.5,11.8,6.2,10.5,61,6.8,99,92.57,7.13,"낙동강","남강"
"전라북도",-0.795,"정상","봄",343.5,11.8,3.5,9.5,62.9,6.4,66,323.88,12.73,"영섬","용담"
"전라북도",-0.493,"정상","봄",295.2,11.8,5.1,7.9,77.6,7.6,47,15.82,0.58,"영섬","부안"
"전라남도",-0.608,"정상","봄",280.3,11.8,6.4,9.9,72.3,7.7,72,36.67,1.94,"영섬","장흥"
"경상북도",-0.281,"정상","봄",265,11.8,6.1,10.3,49.4,8.8,17,4.24,11.5,"낙동강","영주"
"경상남도",-0.46,"정상","봄",229.8,11.8,7.7,10.4,59.1,8.3,46,19.25,0.89,"낙동강","밀양"
"충청남도",-0.982,"정상","봄",255.5,11.8,4.8,7.6,91.6,7.9,45,31.71,2.77,"금강","보령"
"강원도",-0.422,"정상","봄",187.5,11.8,5.6,10.2,55.8,5.3,37,50.7,1.42,"한강","횡성"
"광주광역시",-0.958,"정상","봄",294.6,11.8,7.7,9.1,67.3,7.6,64,2.92,0.29,"영섬","평림"
"경상북도",-0.051,"정상","봄",256.6,11.8,7.4,10.8,44.6,8.6,73,4.02,0.22,"낙동강","보현산"
"경상북도",-0.051,"정상","봄",256.6,11.8,7.4,10.8,44.6,8.6,73,42.01,7.24,"낙동강","영천"
"경상남도",-0.015,"정상","봄",683.3,11.8,8.3,10.3,55.4,8.1,55,6.88,0.29,"낙동강","구천"
"경상남도",-0.015,"정상","봄",683.3,11.8,8.3,10.3,55.4,8.1,55,3.32,0.15,"낙동강","연초"
"충청북도",-0.795,"정상","봄",225.9,11.8,7.4,8.8,52.5,7.2,72,896.52,29.28,"금강","대청"
"경상남도",0.003,"정상","봄",298.8,11.8,6.6,10.8,55.3,7.5,59,220.77,0,"낙동강","합천"
"충청북도",-0.78,"정상","봄",193,11.8,8.9,10.3,47.9,7.5,73,899.81,29.1,"금강","대청"
"충청남도",-0.974,"정상","봄",191.9,11.8,6.3,9.5,83.1,6.8,43,31.8,2.61,"금강","보령"
"전라북도",-0.779,"정상","봄",254.5,11.8,5.8,10.3,60.5,6.5,65,324.47,12.73,"영섬","용담"
"강원도",-0.407,"정상","봄",169,11.8,5.2,5.7,61.5,5,35,50.65,1.48,"한강","횡성"
"경상북도",-0.059,"정상","봄",215.1,11.8,9.6,10.5,51.6,10.5,73,4.02,0.2,"낙동강","보현산"
"경상북도",-0.059,"정상","봄",215.1,11.8,9.6,10.5,51.6,10.5,73,42.34,6.82,"낙동강","영천"
"대구광역시",-0.072,"정상","봄",212.1,11.8,9.8,10.4,54,10.6,72,12.8,0.68,"낙동강","군위"
"경상남도",-0.403,"정상","봄",259.1,11.8,7.6,10.4,66.3,7.4,100,94.27,7.18,"낙동강","남강"
"경상북도",-0.256,"정상","봄",215,11.8,8.1,10.5,48.5,10.3,17,3.54,11.59,"낙동강","영주"
"경상남도",0.035,"정상","봄",248.3,11.8,8.2,10.4,61.9,8.1,58,221.43,1.71,"낙동강","합천"
"광주광역시",-0.96,"정상","봄",221.3,11.8,10.1,10.5,62.1,9.1,64,2.93,0.29,"영섬","평림"
"경상남도",-0.451,"정상","봄",196.4,11.8,9,10.3,62.1,9.3,45,19.35,0.83,"낙동강","밀양"
"경상남도",-0.017,"정상","봄",375.3,11.8,10.3,10.1,74.8,9.6,55,6.88,0.29,"낙동강","구천"
"경상남도",-0.017,"정상","봄",375.3,11.8,10.3,10.1,74.8,9.6,55,3.32,0.15,"낙동강","연초"
"전라남도",-0.599,"정상","봄",246.4,11.8,6.9,10,77.1,7.7,72,36.71,1.96,"영섬","장흥"
"경상북도",0.004,"정상","봄",222.9,11.8,8.1,10.6,53,7,64,436.38,13.69,"낙동강","안동"
"경상북도",0.004,"정상","봄",222.9,11.8,8.1,10.6,53,7,64,222.38,5.94,"낙동강","임하"
"전라북도",-0.471,"정상","봄",255.2,11.8,6.9,9.5,71.6,8.7,50,15.86,0.59,"영섬","부안"
"전라북도",-0.732,"정상","봄",254.5,11.9,9.7,8.5,62.4,9.2,64,324.87,12.75,"영섬","용담"
"경상북도",0.073,"정상","봄",222.9,11.8,12.1,9.8,54.8,10.5,66,436.12,13.75,"낙동강","안동"
"경상북도",0.073,"정상","봄",222.9,11.8,12.1,9.8,54.8,10.5,66,223.88,5.95,"낙동강","임하"
"광주광역시",-0.888,"정상","봄",221.3,11.9,13.7,10.4,57.3,12.9,64,2.93,0.3,"영섬","평림"
"강원도",-0.352,"정상","봄",169,11.8,9.7,6.5,66.5,7.8,36,50.61,1.41,"한강","횡성"
"경상남도",-0.344,"정상","봄",259.1,11.9,10.2,8.9,71,10.3,100,95.77,7.17,"낙동강","남강"
"충청남도",-0.911,"정상","봄",191.9,11.9,13.8,1.9,59.3,10.5,41,31.85,2.75,"금강","보령"
"충청북도",-0.825,"정상","겨울",375.4,10.6,-8.7,9.8,49.4,-5.1,70,887.21,29.12,"금강","대청"
"대구광역시",-0.599,"정상","겨울",347.8,10.6,-6.7,10,37,-4.5,59,13.39,0.69,"낙동강","군위"
"전라남도",-0.207,"정상","겨울",477.2,10.7,-6.3,6.8,71.6,-2.4,77,39.25,2.14,"영섬","장흥"
"경상북도",0.12,"정상","겨울",502.1,10.5,-9.9,9.5,33.9,-6.5,4,9.9,0.68,"낙동강","영주"
